surface,n_bhk,sa1,pool,sa9,sa7,sa2,sa5,price
1.0281470915306796,3.0,0,1,0,0,0,0,14.0
-0.6593127705204145,2.0,0,0,0,0,0,0,4.32
-0.47004002138040235,2.0,0,0,0,0,0,0,4.74
-1.2191335778359433,1.0,0,0,0,0,0,1,3.058
-0.6833050908339372,2.0,0,0,0,0,0,1,4.349
-0.6699760239930912,2.0,0,0,0,0,0,1,4.383
-0.6353204502068918,2.0,0,0,0,0,0,1,4.444
-0.6006648764206924,2.0,0,0,0,0,0,1,4.5520000000000005
-0.22211937814066812,3.0,0,0,0,0,0,1,5.4
-0.422055380753357,2.0,0,0,0,0,0,0,11.1
-0.2940963390812361,2.0,0,0,0,0,0,0,11.8
-0.23544844498151404,2.0,0,0,0,0,0,0,12.1
0.4816553510559967,3.0,0,0,0,0,0,0,16.2
0.5802904456782566,3.0,0,0,0,0,0,0,16.7
-0.955218054387194,1.0,0,0,1,0,0,0,3.6
-0.44871351443504887,2.0,0,0,1,0,0,0,5.2
-0.22211937814066812,2.0,0,0,0,0,0,0,7.9
0.14309705329851022,3.0,0,0,0,0,0,0,9.7
-0.523356288743786,2.0,0,1,0,0,0,0,6.806000000000001
-0.4860349015894175,2.0,0,1,0,0,0,0,6.841
-0.27010401876771345,2.0,0,1,0,0,0,0,7.800000000000001
0.23106889444809334,3.0,0,1,0,0,0,0,9.887
1.3507105090791511,4.0,0,1,0,0,0,0,14.0
2.342393082038088,5.0,0,1,0,0,0,0,17.7
-0.43005282085786456,2.0,0,0,0,0,0,0,6.88
-0.37940236686265005,2.0,0,0,0,0,0,0,6.88
2.0491536115394777,5.0,0,0,0,0,0,0,13.0
-0.5020297817984326,2.0,0,0,0,0,0,0,4.800000000000001
-0.4460477010668797,2.0,0,0,0,0,0,0,5.1000000000000005
-0.2247851915088373,2.0,0,0,0,0,0,0,5.6000000000000005
-0.4247211941215262,2.0,0,1,0,0,0,0,9.5
-0.26743820539954427,2.0,0,1,0,0,0,0,11.0
0.02846707846723527,2.0,0,1,0,0,0,0,11.8
0.6949204205095315,3.0,0,1,0,0,0,0,14.6
0.7322418076639001,3.0,0,1,0,0,0,0,14.7
0.788223888395453,3.0,0,1,0,0,0,0,14.9
-1.1045036030046684,1.0,0,1,0,0,0,0,3.868
-0.5340195422164628,2.0,0,1,0,0,0,0,5.800000000000001
-0.44871351443504887,2.0,0,1,0,0,0,0,6.072
-0.2274510048770065,2.0,0,1,0,0,0,0,8.149
0.5136451114740269,3.0,0,1,0,0,0,0,10.8
-0.28876471234489776,2.0,0,1,0,0,0,0,7.45
-0.13148172362291582,2.0,0,1,0,0,0,0,8.059000000000001
-0.05417313594600947,2.0,0,1,0,0,0,0,8.3
-0.7659453052471819,2.0,0,1,0,0,0,0,4.7250000000000005
-0.752616238406336,2.0,0,1,0,0,0,0,4.75
-0.7126290378837982,2.0,0,1,0,0,0,0,4.843
-0.5393511689528011,2.0,0,1,0,0,0,0,5.526
-0.1554740439364385,3.0,0,1,0,0,0,0,6.6000000000000005
-0.10482358994122398,3.0,0,1,0,0,0,0,6.7
-0.7126290378837982,2.0,0,0,0,0,0,0,4.57
-0.4753716481167407,2.0,0,0,0,0,0,0,4.55
-0.5353524489005473,2.0,0,0,0,0,0,0,5.9
0.1990791340300631,3.0,0,0,0,0,0,0,8.700000000000001
0.2737219083388003,3.0,0,0,0,0,0,0,8.9
0.38568606980190606,3.0,0,0,0,0,0,0,9.2
-1.0778454693229766,1.0,0,1,0,0,0,0,4.38
-0.7872718121925354,2.0,0,1,0,0,0,0,5.53
-0.7392871715654901,2.0,0,1,0,0,0,0,5.65
-0.5366853555846319,2.0,0,1,0,0,0,0,6.23
-0.07016801615502458,3.0,0,1,0,0,0,0,7.93
0.03913033193991201,3.0,0,1,0,0,0,0,8.25
1.9478527035490485,3.0,0,1,0,0,0,0,15.9
3.0648285048119375,4.0,0,1,0,0,0,0,21.5
-0.4433818876987105,2.0,0,1,0,0,0,1,4.574000000000001
0.07911753246244979,3.0,0,1,0,0,0,1,5.8950000000000005
-0.43138572754194915,2.0,0,1,0,0,0,0,5.9
0.4803224443719121,3.0,0,1,0,0,0,0,10.9
-1.2937763521446806,2.0,0,0,0,1,0,0,3.999000000000001
-0.925894107337333,2.0,0,0,0,1,0,0,5.399000000000001
-0.7046315977792906,2.0,0,0,0,1,0,0,5.9990000000000006
-1.3737507531897561,1.0,0,0,0,0,0,0,3.3000000000000003
-1.0645164024821305,1.0,0,0,0,0,0,0,4.7
-0.3020937791857437,2.0,0,0,0,0,0,0,7.0
-0.11548684341390072,2.0,0,0,0,0,0,0,7.300000000000001
0.01780382499455853,2.0,0,0,0,0,0,0,7.800000000000001
0.09777822603963408,2.0,0,0,0,0,0,0,8.3
1.01081930463758,3.0,1,1,0,0,0,0,17.5
2.257087054256674,3.5,1,1,0,0,0,0,25.0
4.141817105552288,4.5,1,1,0,0,0,0,42.0
-1.301773792249188,1.0,0,0,0,0,1,0,3.949
-1.2937763521446806,1.0,0,0,0,0,1,0,3.949
-1.3364293660353874,1.0,0,0,0,0,1,0,3.949
-0.6033306897888616,2.0,0,0,0,0,1,0,6.499
-0.6726418373612604,2.0,0,0,0,0,1,0,6.499
-0.6086623165252,2.0,0,0,0,0,1,0,6.499
-1.6350004632703363,1.0,0,1,0,0,0,0,1.319
-1.355090059612572,2.0,0,0,0,0,0,0,1.729
-0.4353844475942029,2.0,1,1,0,0,0,0,8.700000000000001
0.644269966514317,3.0,1,1,0,0,0,0,12.9
1.2174198406706918,3.0,1,1,0,0,0,0,16.0
1.883873182712988,4.0,1,1,0,0,0,0,23.0
-0.27810145887222104,2.0,1,1,0,0,0,0,9.5
0.5696271922055799,3.0,1,1,0,0,0,0,13.5
-0.3127570326584204,2.0,1,1,0,0,0,0,9.068
